context,metric,estimate,lower,upper,rows,service_clusters,threshold_used,interval_method,validity,quantity_status,limitation,estimate_number_id,lower_number_id,upper_number_id,rows_number_id,service_clusters_number_id,threshold_used_number_id
all_observed_proxy_outcomes,predicted_positive_fraction,0.04116952930378917,,,38135,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0011-ESTIMATE,,,N-MODEL-OPERATING-POINT-0011-ROWS,N-MODEL-OPERATING-POINT-0011-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0011-THRESHOLD_USED
all_observed_proxy_outcomes,threshold_harm_to_benefit_ratio,1.631578947368421,,,38135,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0012-ESTIMATE,,,N-MODEL-OPERATING-POINT-0012-ROWS,N-MODEL-OPERATING-POINT-0012-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0012-THRESHOLD_USED
all_observed_proxy_outcomes,net_benefit_at_used_threshold,-0.06710233036373549,,,38135,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0013-ESTIMATE,,,N-MODEL-OPERATING-POINT-0013-ROWS,N-MODEL-OPERATING-POINT-0013-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0013-THRESHOLD_USED
same_referral_day_only,sensitivity,0.0,0.0,0.0,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0014-ESTIMATE,N-MODEL-OPERATING-POINT-0014-LOWER,N-MODEL-OPERATING-POINT-0014-UPPER,N-MODEL-OPERATING-POINT-0014-ROWS,N-MODEL-OPERATING-POINT-0014-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0014-THRESHOLD_USED
same_referral_day_only,specificity,0.958699093394733,0.9447945685688167,0.971762609566103,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0015-ESTIMATE,N-MODEL-OPERATING-POINT-0015-LOWER,N-MODEL-OPERATING-POINT-0015-UPPER,N-MODEL-OPERATING-POINT-0015-ROWS,N-MODEL-OPERATING-POINT-0015-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0015-THRESHOLD_USED
same_referral_day_only,ppv,0.0,0.0,0.0,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0016-ESTIMATE,N-MODEL-OPERATING-POINT-0016-LOWER,N-MODEL-OPERATING-POINT-0016-UPPER,N-MODEL-OPERATING-POINT-0016-ROWS,N-MODEL-OPERATING-POINT-0016-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0016-THRESHOLD_USED
same_referral_day_only,npv,0.8762330658950415,0.8611993190649501,0.8910646405589262,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0017-ESTIMATE,N-MODEL-OPERATING-POINT-0017-LOWER,N-MODEL-OPERATING-POINT-0017-UPPER,N-MODEL-OPERATING-POINT-0017-ROWS,N-MODEL-OPERATING-POINT-0017-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0017-THRESHOLD_USED
same_referral_day_only,balanced_accuracy,0.4793495466973665,0.47239728428440836,0.4858813047830515,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0018-ESTIMATE,N-MODEL-OPERATING-POINT-0018-LOWER,N-MODEL-OPERATING-POINT-0018-UPPER,N-MODEL-OPERATING-POINT-0018-ROWS,N-MODEL-OPERATING-POINT-0018-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0018-THRESHOLD_USED
same_referral_day_only,auc,0.0081142264829426,0.0066514742449040615,0.009584672040823984,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0019-ESTIMATE,N-MODEL-OPERATING-POINT-0019-LOWER,N-MODEL-OPERATING-POINT-0019-UPPER,N-MODEL-OPERATING-POINT-0019-ROWS,N-MODEL-OPERATING-POINT-0019-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0019-THRESHOLD_USED
same_referral_day_only,brier,0.2666461669239544,0.2517809659321204,0.28163343335821717,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0020-ESTIMATE,N-MODEL-OPERATING-POINT-0020-LOWER,N-MODEL-OPERATING-POINT-0020-UPPER,N-MODEL-OPERATING-POINT-0020-ROWS,N-MODEL-OPERATING-POINT-0020-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0020-THRESHOLD_USED
same_referral_day_only,log_loss,0.7888725056505023,0.7560864362497979,0.8219993727792881,7890,24,0.62,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,feature_lineage_and_authorized_target_definition_absent,N-MODEL-OPERATING-POINT-0021-ESTIMATE,N-MODEL-OPERATING-POINT-0021-LOWER,N-MODEL-OPERATING-POINT-0021-UPPER,N-MODEL-OPERATING-POINT-0021-ROWS,N-MODEL-OPERATING-POINT-0021-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0021-THRESHOLD_USED
same_referral_day_only,calibration_intercept,-8.063556601811628,,,7890,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0022-ESTIMATE,,,N-MODEL-OPERATING-POINT-0022-ROWS,N-MODEL-OPERATING-POINT-0022-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0022-THRESHOLD_USED
same_referral_day_only,calibration_slope,-4.686420323321848,,,7890,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0023-ESTIMATE,,,N-MODEL-OPERATING-POINT-0023-ROWS,N-MODEL-OPERATING-POINT-0023-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0023-THRESHOLD_USED
same_referral_day_only,predicted_positive_fraction,0.03637515842839037,,,7890,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0024-ESTIMATE,,,N-MODEL-OPERATING-POINT-0024-ROWS,N-MODEL-OPERATING-POINT-0024-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0024-THRESHOLD_USED
same_referral_day_only,threshold_harm_to_benefit_ratio,1.631578947368421,,,7890,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0025-ESTIMATE,,,N-MODEL-OPERATING-POINT-0025-ROWS,N-MODEL-OPERATING-POINT-0025-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0025-THRESHOLD_USED
same_referral_day_only,net_benefit_at_used_threshold,-0.05934894269895271,,,7890,24,0.62,point_only,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,threshold_consequence_ratio_assumes_score_is_calibrated_probability,N-MODEL-OPERATING-POINT-0026-ESTIMATE,,,N-MODEL-OPERATING-POINT-0026-ROWS,N-MODEL-OPERATING-POINT-0026-SERVICE_CLUSTERS,N-MODEL-OPERATING-POINT-0026-THRESHOLD_USED
