context,bin,n,score_min,score_max,mean_predicted,observed_rate,observed_lower,observed_upper,service_clusters,interval_method,validity,quantity_status,limitation,bin_number_id,n_number_id,score_min_number_id,score_max_number_id,mean_predicted_number_id,observed_rate_number_id,observed_lower_number_id,observed_upper_number_id,service_clusters_number_id
same_referral_day_only,1,789,0.0236,0.1302,0.08160038022813688,0.9011406844106464,0.8805253766544088,0.921390603717583,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0011-BIN,N-MODEL-CALIBRATION-0011-N,N-MODEL-CALIBRATION-0011-SCORE_MIN,N-MODEL-CALIBRATION-0011-SCORE_MAX,N-MODEL-CALIBRATION-0011-MEAN_PREDICTED,N-MODEL-CALIBRATION-0011-OBSERVED_RATE,N-MODEL-CALIBRATION-0011-OBSERVED_LOWER,N-MODEL-CALIBRATION-0011-OBSERVED_UPPER,N-MODEL-CALIBRATION-0011-SERVICE_CLUSTERS
same_referral_day_only,2,789,0.1302,0.2641,0.20486552598225602,0.2915082382762991,0.19477366179794092,0.4062015503875969,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0012-BIN,N-MODEL-CALIBRATION-0012-N,N-MODEL-CALIBRATION-0012-SCORE_MIN,N-MODEL-CALIBRATION-0012-SCORE_MAX,N-MODEL-CALIBRATION-0012-MEAN_PREDICTED,N-MODEL-CALIBRATION-0012-OBSERVED_RATE,N-MODEL-CALIBRATION-0012-OBSERVED_LOWER,N-MODEL-CALIBRATION-0012-OBSERVED_UPPER,N-MODEL-CALIBRATION-0012-SERVICE_CLUSTERS
same_referral_day_only,3,789,0.2642,0.3211,0.2944679340937896,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0013-BIN,N-MODEL-CALIBRATION-0013-N,N-MODEL-CALIBRATION-0013-SCORE_MIN,N-MODEL-CALIBRATION-0013-SCORE_MAX,N-MODEL-CALIBRATION-0013-MEAN_PREDICTED,N-MODEL-CALIBRATION-0013-OBSERVED_RATE,N-MODEL-CALIBRATION-0013-OBSERVED_LOWER,N-MODEL-CALIBRATION-0013-OBSERVED_UPPER,N-MODEL-CALIBRATION-0013-SERVICE_CLUSTERS
same_referral_day_only,4,789,0.3211,0.366,0.3440351077313054,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0014-BIN,N-MODEL-CALIBRATION-0014-N,N-MODEL-CALIBRATION-0014-SCORE_MIN,N-MODEL-CALIBRATION-0014-SCORE_MAX,N-MODEL-CALIBRATION-0014-MEAN_PREDICTED,N-MODEL-CALIBRATION-0014-OBSERVED_RATE,N-MODEL-CALIBRATION-0014-OBSERVED_LOWER,N-MODEL-CALIBRATION-0014-OBSERVED_UPPER,N-MODEL-CALIBRATION-0014-SERVICE_CLUSTERS
same_referral_day_only,5,789,0.366,0.4034,0.38453143219264896,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0015-BIN,N-MODEL-CALIBRATION-0015-N,N-MODEL-CALIBRATION-0015-SCORE_MIN,N-MODEL-CALIBRATION-0015-SCORE_MAX,N-MODEL-CALIBRATION-0015-MEAN_PREDICTED,N-MODEL-CALIBRATION-0015-OBSERVED_RATE,N-MODEL-CALIBRATION-0015-OBSERVED_LOWER,N-MODEL-CALIBRATION-0015-OBSERVED_UPPER,N-MODEL-CALIBRATION-0015-SERVICE_CLUSTERS
same_referral_day_only,6,789,0.4034,0.4383,0.42135766793409374,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0016-BIN,N-MODEL-CALIBRATION-0016-N,N-MODEL-CALIBRATION-0016-SCORE_MIN,N-MODEL-CALIBRATION-0016-SCORE_MAX,N-MODEL-CALIBRATION-0016-MEAN_PREDICTED,N-MODEL-CALIBRATION-0016-OBSERVED_RATE,N-MODEL-CALIBRATION-0016-OBSERVED_LOWER,N-MODEL-CALIBRATION-0016-OBSERVED_UPPER,N-MODEL-CALIBRATION-0016-SERVICE_CLUSTERS
same_referral_day_only,7,789,0.4383,0.4777,0.4583996197718631,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0017-BIN,N-MODEL-CALIBRATION-0017-N,N-MODEL-CALIBRATION-0017-SCORE_MIN,N-MODEL-CALIBRATION-0017-SCORE_MAX,N-MODEL-CALIBRATION-0017-MEAN_PREDICTED,N-MODEL-CALIBRATION-0017-OBSERVED_RATE,N-MODEL-CALIBRATION-0017-OBSERVED_LOWER,N-MODEL-CALIBRATION-0017-OBSERVED_UPPER,N-MODEL-CALIBRATION-0017-SERVICE_CLUSTERS
same_referral_day_only,8,789,0.4778,0.5164,0.49622940430925216,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0018-BIN,N-MODEL-CALIBRATION-0018-N,N-MODEL-CALIBRATION-0018-SCORE_MIN,N-MODEL-CALIBRATION-0018-SCORE_MAX,N-MODEL-CALIBRATION-0018-MEAN_PREDICTED,N-MODEL-CALIBRATION-0018-OBSERVED_RATE,N-MODEL-CALIBRATION-0018-OBSERVED_LOWER,N-MODEL-CALIBRATION-0018-OBSERVED_UPPER,N-MODEL-CALIBRATION-0018-SERVICE_CLUSTERS
same_referral_day_only,9,789,0.5164,0.5686,0.5408376425855513,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0019-BIN,N-MODEL-CALIBRATION-0019-N,N-MODEL-CALIBRATION-0019-SCORE_MIN,N-MODEL-CALIBRATION-0019-SCORE_MAX,N-MODEL-CALIBRATION-0019-MEAN_PREDICTED,N-MODEL-CALIBRATION-0019-OBSERVED_RATE,N-MODEL-CALIBRATION-0019-OBSERVED_LOWER,N-MODEL-CALIBRATION-0019-OBSERVED_UPPER,N-MODEL-CALIBRATION-0019-SERVICE_CLUSTERS
same_referral_day_only,10,789,0.5687,0.7601,0.6168378960709759,0.0,0.0,0.0,24,service_cluster_percentile_bootstrap,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,outcome_proxy_and_feature_lineage_not_clinically_authorized,N-MODEL-CALIBRATION-0020-BIN,N-MODEL-CALIBRATION-0020-N,N-MODEL-CALIBRATION-0020-SCORE_MIN,N-MODEL-CALIBRATION-0020-SCORE_MAX,N-MODEL-CALIBRATION-0020-MEAN_PREDICTED,N-MODEL-CALIBRATION-0020-OBSERVED_RATE,N-MODEL-CALIBRATION-0020-OBSERVED_LOWER,N-MODEL-CALIBRATION-0020-OBSERVED_UPPER,N-MODEL-CALIBRATION-0020-SERVICE_CLUSTERS
