context,strategy,threshold,net_benefit,rows,validity,quantity_status,threshold_number_id,net_benefit_number_id,rows_number_id
all_observed_proxy_outcomes,model,0.55,-0.16522879244788252,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0031-THRESHOLD,N-DECISION-CURVE-0031-NET_BENEFIT,N-DECISION-CURVE-0031-ROWS
all_observed_proxy_outcomes,treat_all,0.55,-1.008478650408636,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0032-THRESHOLD,N-DECISION-CURVE-0032-NET_BENEFIT,N-DECISION-CURVE-0032-ROWS
all_observed_proxy_outcomes,treat_none,0.55,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0033-THRESHOLD,N-DECISION-CURVE-0033-NET_BENEFIT,N-DECISION-CURVE-0033-ROWS
all_observed_proxy_outcomes,model,0.6,-0.09059918709846598,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0034-THRESHOLD,N-DECISION-CURVE-0034-NET_BENEFIT,N-DECISION-CURVE-0034-ROWS
all_observed_proxy_outcomes,treat_all,0.6,-1.2595384817097153,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0035-THRESHOLD,N-DECISION-CURVE-0035-NET_BENEFIT,N-DECISION-CURVE-0035-ROWS
all_observed_proxy_outcomes,treat_none,0.6,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0036-THRESHOLD,N-DECISION-CURVE-0036-NET_BENEFIT,N-DECISION-CURVE-0036-ROWS
all_observed_proxy_outcomes,model,0.62,-0.06710233036373549,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0037-THRESHOLD,N-DECISION-CURVE-0037-NET_BENEFIT,N-DECISION-CURVE-0037-ROWS
all_observed_proxy_outcomes,treat_all,0.62,-1.3784615596944374,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0038-THRESHOLD,N-DECISION-CURVE-0038-NET_BENEFIT,N-DECISION-CURVE-0038-ROWS
all_observed_proxy_outcomes,treat_none,0.62,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0039-THRESHOLD,N-DECISION-CURVE-0039-NET_BENEFIT,N-DECISION-CURVE-0039-ROWS
all_observed_proxy_outcomes,model,0.65,-0.039202832044054024,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0040-THRESHOLD,N-DECISION-CURVE-0040-NET_BENEFIT,N-DECISION-CURVE-0040-ROWS
all_observed_proxy_outcomes,treat_all,0.65,-1.582329693382532,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0041-THRESHOLD,N-DECISION-CURVE-0041-NET_BENEFIT,N-DECISION-CURVE-0041-ROWS
all_observed_proxy_outcomes,treat_none,0.65,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0042-THRESHOLD,N-DECISION-CURVE-0042-NET_BENEFIT,N-DECISION-CURVE-0042-ROWS
all_observed_proxy_outcomes,model,0.7,-0.012543158078755298,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0043-THRESHOLD,N-DECISION-CURVE-0043-NET_BENEFIT,N-DECISION-CURVE-0043-ROWS
all_observed_proxy_outcomes,treat_all,0.7,-2.012717975612954,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0044-THRESHOLD,N-DECISION-CURVE-0044-NET_BENEFIT,N-DECISION-CURVE-0044-ROWS
all_observed_proxy_outcomes,treat_none,0.7,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0045-THRESHOLD,N-DECISION-CURVE-0045-NET_BENEFIT,N-DECISION-CURVE-0045-ROWS
all_observed_proxy_outcomes,model,0.75,-0.0005506752327258424,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0046-THRESHOLD,N-DECISION-CURVE-0046-NET_BENEFIT,N-DECISION-CURVE-0046-ROWS
all_observed_proxy_outcomes,treat_all,0.75,-2.615261570735545,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0047-THRESHOLD,N-DECISION-CURVE-0047-NET_BENEFIT,N-DECISION-CURVE-0047-ROWS
all_observed_proxy_outcomes,treat_none,0.75,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0048-THRESHOLD,N-DECISION-CURVE-0048-NET_BENEFIT,N-DECISION-CURVE-0048-ROWS
all_observed_proxy_outcomes,model,0.8,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0049-THRESHOLD,N-DECISION-CURVE-0049-NET_BENEFIT,N-DECISION-CURVE-0049-ROWS
all_observed_proxy_outcomes,treat_all,0.8,-3.519076963419432,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0050-THRESHOLD,N-DECISION-CURVE-0050-NET_BENEFIT,N-DECISION-CURVE-0050-ROWS
all_observed_proxy_outcomes,treat_none,0.8,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0051-THRESHOLD,N-DECISION-CURVE-0051-NET_BENEFIT,N-DECISION-CURVE-0051-ROWS
all_observed_proxy_outcomes,model,0.85,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0052-THRESHOLD,N-DECISION-CURVE-0052-NET_BENEFIT,N-DECISION-CURVE-0052-ROWS
all_observed_proxy_outcomes,treat_all,0.85,-5.025435951225907,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0053-THRESHOLD,N-DECISION-CURVE-0053-NET_BENEFIT,N-DECISION-CURVE-0053-ROWS
all_observed_proxy_outcomes,treat_none,0.85,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0054-THRESHOLD,N-DECISION-CURVE-0054-NET_BENEFIT,N-DECISION-CURVE-0054-ROWS
all_observed_proxy_outcomes,model,0.9,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0055-THRESHOLD,N-DECISION-CURVE-0055-NET_BENEFIT,N-DECISION-CURVE-0055-ROWS
all_observed_proxy_outcomes,treat_all,0.9,-8.038153926838865,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0056-THRESHOLD,N-DECISION-CURVE-0056-NET_BENEFIT,N-DECISION-CURVE-0056-ROWS
all_observed_proxy_outcomes,treat_none,0.9,0.0,38135,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0057-THRESHOLD,N-DECISION-CURVE-0057-NET_BENEFIT,N-DECISION-CURVE-0057-ROWS
same_referral_day_only,model,0.05,0.06167033553465412,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0058-THRESHOLD,N-DECISION-CURVE-0058-NET_BENEFIT,N-DECISION-CURVE-0058-ROWS
same_referral_day_only,treat_all,0.05,0.0729104129144153,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0059-THRESHOLD,N-DECISION-CURVE-0059-NET_BENEFIT,N-DECISION-CURVE-0059-ROWS
same_referral_day_only,treat_none,0.05,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0060-THRESHOLD,N-DECISION-CURVE-0060-NET_BENEFIT,N-DECISION-CURVE-0060-ROWS
same_referral_day_only,model,0.1,-0.04476834248697366,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0061-THRESHOLD,N-DECISION-CURVE-0061-NET_BENEFIT,N-DECISION-CURVE-0061-ROWS
same_referral_day_only,treat_all,0.1,0.02140543585410505,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0062-THRESHOLD,N-DECISION-CURVE-0062-NET_BENEFIT,N-DECISION-CURVE-0062-ROWS
same_referral_day_only,treat_none,0.1,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0063-THRESHOLD,N-DECISION-CURVE-0063-NET_BENEFIT,N-DECISION-CURVE-0063-ROWS
same_referral_day_only,model,0.15,-0.1367479311116081,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0064-THRESHOLD,N-DECISION-CURVE-0064-NET_BENEFIT,N-DECISION-CURVE-0064-ROWS
same_referral_day_only,treat_all,0.15,-0.03615895027212407,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0065-THRESHOLD,N-DECISION-CURVE-0065-NET_BENEFIT,N-DECISION-CURVE-0065-ROWS
same_referral_day_only,treat_none,0.15,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0066-THRESHOLD,N-DECISION-CURVE-0066-NET_BENEFIT,N-DECISION-CURVE-0066-ROWS
same_referral_day_only,model,0.2,-0.21013941698352345,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0067-THRESHOLD,N-DECISION-CURVE-0067-NET_BENEFIT,N-DECISION-CURVE-0067-ROWS
same_referral_day_only,treat_all,0.2,-0.10091888466413182,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0068-THRESHOLD,N-DECISION-CURVE-0068-NET_BENEFIT,N-DECISION-CURVE-0068-ROWS
same_referral_day_only,treat_none,0.2,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0069-THRESHOLD,N-DECISION-CURVE-0069-NET_BENEFIT,N-DECISION-CURVE-0069-ROWS
same_referral_day_only,model,0.25,-0.27198986058301644,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0070-THRESHOLD,N-DECISION-CURVE-0070-NET_BENEFIT,N-DECISION-CURVE-0070-ROWS
same_referral_day_only,treat_all,0.25,-0.17431347697507396,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0071-THRESHOLD,N-DECISION-CURVE-0071-NET_BENEFIT,N-DECISION-CURVE-0071-ROWS
same_referral_day_only,treat_none,0.25,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0072-THRESHOLD,N-DECISION-CURVE-0072-NET_BENEFIT,N-DECISION-CURVE-0072-ROWS
same_referral_day_only,model,0.3,-0.3175991309071157,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0073-THRESHOLD,N-DECISION-CURVE-0073-NET_BENEFIT,N-DECISION-CURVE-0073-ROWS
same_referral_day_only,treat_all,0.3,-0.25819301104472214,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0074-THRESHOLD,N-DECISION-CURVE-0074-NET_BENEFIT,N-DECISION-CURVE-0074-ROWS
same_referral_day_only,treat_none,0.3,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0075-THRESHOLD,N-DECISION-CURVE-0075-NET_BENEFIT,N-DECISION-CURVE-0075-ROWS
same_referral_day_only,model,0.35,-0.34307302330116013,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0076-THRESHOLD,N-DECISION-CURVE-0076-NET_BENEFIT,N-DECISION-CURVE-0076-ROWS
same_referral_day_only,treat_all,0.35,-0.354977088817393,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0077-THRESHOLD,N-DECISION-CURVE-0077-NET_BENEFIT,N-DECISION-CURVE-0077-ROWS
same_referral_day_only,treat_none,0.35,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0078-THRESHOLD,N-DECISION-CURVE-0078-NET_BENEFIT,N-DECISION-CURVE-0078-ROWS
same_referral_day_only,model,0.4,-0.3391634980988593,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0079-THRESHOLD,N-DECISION-CURVE-0079-NET_BENEFIT,N-DECISION-CURVE-0079-ROWS
same_referral_day_only,treat_all,0.4,-0.4678918462188425,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0080-THRESHOLD,N-DECISION-CURVE-0080-NET_BENEFIT,N-DECISION-CURVE-0080-ROWS
same_referral_day_only,treat_none,0.4,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0081-THRESHOLD,N-DECISION-CURVE-0081-NET_BENEFIT,N-DECISION-CURVE-0081-ROWS
same_referral_day_only,model,0.45,-0.3045627376425855,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0082-THRESHOLD,N-DECISION-CURVE-0082-NET_BENEFIT,N-DECISION-CURVE-0082-ROWS
same_referral_day_only,treat_all,0.45,-0.6013365595114645,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0083-THRESHOLD,N-DECISION-CURVE-0083-NET_BENEFIT,N-DECISION-CURVE-0083-ROWS
same_referral_day_only,treat_none,0.45,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0084-THRESHOLD,N-DECISION-CURVE-0084-NET_BENEFIT,N-DECISION-CURVE-0084-ROWS
same_referral_day_only,model,0.5,-0.23967046894803548,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0085-THRESHOLD,N-DECISION-CURVE-0085-NET_BENEFIT,N-DECISION-CURVE-0085-ROWS
same_referral_day_only,treat_all,0.5,-0.761470215462611,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0086-THRESHOLD,N-DECISION-CURVE-0086-NET_BENEFIT,N-DECISION-CURVE-0086-ROWS
same_referral_day_only,treat_none,0.5,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0087-THRESHOLD,N-DECISION-CURVE-0087-NET_BENEFIT,N-DECISION-CURVE-0087-ROWS
same_referral_day_only,model,0.55,-0.16110406984931702,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0088-THRESHOLD,N-DECISION-CURVE-0088-NET_BENEFIT,N-DECISION-CURVE-0088-ROWS
same_referral_day_only,treat_all,0.55,-0.9571891282917901,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0089-THRESHOLD,N-DECISION-CURVE-0089-NET_BENEFIT,N-DECISION-CURVE-0089-ROWS
same_referral_day_only,treat_none,0.55,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0090-THRESHOLD,N-DECISION-CURVE-0090-NET_BENEFIT,N-DECISION-CURVE-0090-ROWS
same_referral_day_only,model,0.6,-0.0838403041825095,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0091-THRESHOLD,N-DECISION-CURVE-0091-NET_BENEFIT,N-DECISION-CURVE-0091-ROWS
same_referral_day_only,treat_all,0.6,-1.2018377693282636,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0092-THRESHOLD,N-DECISION-CURVE-0092-NET_BENEFIT,N-DECISION-CURVE-0092-ROWS
same_referral_day_only,treat_none,0.6,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0093-THRESHOLD,N-DECISION-CURVE-0093-NET_BENEFIT,N-DECISION-CURVE-0093-ROWS
same_referral_day_only,model,0.62,-0.05934894269895271,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0094-THRESHOLD,N-DECISION-CURVE-0094-NET_BENEFIT,N-DECISION-CURVE-0094-ROWS
same_referral_day_only,treat_all,0.62,-1.3177239677139618,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0095-THRESHOLD,N-DECISION-CURVE-0095-NET_BENEFIT,N-DECISION-CURVE-0095-ROWS
same_referral_day_only,treat_none,0.62,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0096-THRESHOLD,N-DECISION-CURVE-0096-NET_BENEFIT,N-DECISION-CURVE-0096-ROWS
same_referral_day_only,model,0.65,-0.031776208582292235,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0097-THRESHOLD,N-DECISION-CURVE-0097-NET_BENEFIT,N-DECISION-CURVE-0097-ROWS
same_referral_day_only,treat_all,0.65,-1.5163860220894443,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0098-THRESHOLD,N-DECISION-CURVE-0098-NET_BENEFIT,N-DECISION-CURVE-0098-ROWS
same_referral_day_only,treat_none,0.65,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0099-THRESHOLD,N-DECISION-CURVE-0099-NET_BENEFIT,N-DECISION-CURVE-0099-ROWS
same_referral_day_only,model,0.7,-0.012125052809463454,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0100-THRESHOLD,N-DECISION-CURVE-0100-NET_BENEFIT,N-DECISION-CURVE-0100-ROWS
same_referral_day_only,treat_all,0.7,-1.9357836924376846,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0101-THRESHOLD,N-DECISION-CURVE-0101-NET_BENEFIT,N-DECISION-CURVE-0101-ROWS
same_referral_day_only,treat_none,0.7,0.0,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0102-THRESHOLD,N-DECISION-CURVE-0102-NET_BENEFIT,N-DECISION-CURVE-0102-ROWS
same_referral_day_only,model,0.75,-0.0007604562737642585,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0103-THRESHOLD,N-DECISION-CURVE-0103-NET_BENEFIT,N-DECISION-CURVE-0103-ROWS
same_referral_day_only,treat_all,0.75,-2.522940430925222,7890,invalidated_for_clinical_use_sensitivity_only,invalidated_sensitivity_only,N-DECISION-CURVE-0104-THRESHOLD,N-DECISION-CURVE-0104-NET_BENEFIT,N-DECISION-CURVE-0104-ROWS
